identifiant;nom;prenom;sexe;adresse;club;annee_naissance;licence
12995;OBANION;KENNITH;M;Orgeres;Jogging Loisir Orgeres;1992;268135
12996;OAKMAN;CARMINE;M;Montfort;EAPB;1993;268136
12997;NOVICK;AUGUSTINE;M;Iffendic;;1994;
12998;NICKLAS;YOUNG;M;Melesse;JA Melesse Athletisme;1995;268138
12999;NEMEC;ERICH;M;Bruz;;1996;
13000;NAPPI;CHADWICK;M;Saint Malo;CJF St Malo;1997;268140
13001;MUND;WILBURN;M;Dinard;;1998;
13002;MORFIN;RUSS;M;Angers;Anjou Athletisme;1999;268142
13003;MERA;REID;M;Brest;Stade Brestois;2000;268143
13004;MELGOZA;MYLES;M;Nantes;;1983;
13005;MELBY;ANDERSON;M;Pace;SRA;1984;268145
13006;MCGOLDRICK;MORTON;M;Vern;;1985;
13007;MCELWAIN;JONAS;M;Mordelles;;1986;
13008;MCCHRISTIAN;FOREST;M;Saint Brieuc;ASPTT St Brieuc;1987;268148
13009;MCCAW;MITCHEL;M;Paris;;1988;
13010;MARQUART;MERVIN;M;Chantepie;;1989;
13011;MARLATT;ZANE;M;Cesson Sevigne;Athletic club cessonais;1990;268151
13012;MARKOVICH;RICH;M;Thorigne;;1991;
13013;MAHR;JAMEL;M;Vezin;;1992;
13014;LUPTON;LAZARO;M;Le Rheu;;1993;
13015;LUCUS;ALPHONSE;M;Fougeres;ASPTT Fougeres;1994;268155
13016;LORUSSO;RANDELL;M;Dinan;;1995;
13017;LERMAN;MAJOR;M;Pont Pean;;1996;
13018;LEDDY;JOHNIE;M;Pont Rean;;1997;
13019;LEAMAN;JARRETT;M;Chateaugiron;;1998;
13020;LEACHMAN;BROOKS;M;Rennes;SRA;1999;268160
13021;LAVALLE;ARIEL;M;Cesson Sevigne;;2000;
13022;LADUKE;ABDUL;M;Rennes;SRA;1996;268162
13023;KUMMER;DUSTY;M;Romille;;1997;
13024;KOURY;LUCIANO;M;Chateaubourg;;1998;
13025;KONOPKA;LINDSEY;M;Nantes;Nantes Metropole Athletisme;1999;268165
13026;KOH;TRACEY;M;Paris;;2000;
13027;KOEPP;SEYMOUR;M;Saint Brieuc;;1963;
13028;KLOSS;SCOTTIE;M;Brest;;1965;
13029;KLOCK;EUGENIO;M;Morlaix;;1969;
13030;KHALIL;MOHAMMED;M;Quimper;;1961;
13031;KERNAN;SANDY;M;Bruz;;1951;
13032;KAPPEL;VALENTIN;M;Chartres de Bretagne;EACB;1955;268172
13033;JAKES;CHANCE;M;Chantepie;;1957;
13034;INOUE;ARNULFO;M;Saint Erblon;;1947;
13035;HUTSELL;LUCIEN;M;La Meziere;;1970;
13036;HOWLE;FERDINAND;M;Montgermont;;1971;
13037;HONORE;THAD;M;Bourgbarre;;1972;
13038;HOLE;EZRA;M;Orgeres;;1973;
13039;HOCKMAN;SYDNEY;M;Montfort;;1974;
13040;HOCKADAY;ALDO;M;Iffendic;;1975;
13041;HILTZ;RUBIN;M;Melesse;;1975;
13042;HETHERINGTON ;ROYAL;M;Bruz;;1976;
13043;HESSER;MITCH;M;Saint Malo;;1976;
13044;HERSHMAN;EARLE;M;Dinard;;1977;
13045;HENG;ABE;M;Angers;;1977;
13046;HEFFRON;WYATT;M;Brest;;1978;
13047;HEADEN;MARQUIS;M;Nantes;;1979;
13048;HASKETT;LANNY;M;Pace;;1980;
13049;HARTLINE;KAREEM;M;Vern;;1981;
13050;HARNED;JAMAR;M;Mordelles;;1978;
13051;GUILLEMETTE;BORIS;M;Saint Brieuc;;1979;
13052;GUGLIELMO;ISIAH;M;Paris;Racing club;1980;268192
13053;GUERCIO;EMILE;M;Chantepie;;1981;
13054;GREENBAUM;ELMO;M;Cesson Sevigne;;1982;
13055;GORIS;ARON;M;Thorigne;;1983;
13056;GLINES;LEOPOLDO;M;Vezin;;1984;
13057;GILMOUR;EVERETTE;M;Le Rheu;;1985;
13058;GARDELLA;JOSEF;M;Fougeres;;1986;
13059;GADD;GAIL;M;Dinan;;1987;
13060;GABLER;ELOY;M;Pont Pean;;1988;
13061;GABBERT;DORIAN;M;Pont Rean;;1989;
13062;FUSELIER;RODRICK;M;Chateaugiron;;1990;
13063;FREUDENBURG;REINALDO;M;Rennes;EARTA;1982;268203
13064;FRAGOSO;LUCIO;M;Cesson Sevigne;;1983;
13065;FOLLIS;JERROD;M;Rennes;;1984;
13066;FLEMINGS;WESTON;M;Romille;;1985;
13067;FELTMAN;HERSHEL;M;Chateaubourg;;1986;
13068;FEBUS;BARTON;M;Nantes;;1987;
13069;FARREN;PARKER;M;Paris;;1988;
13070;FALLIS;LEMUEL;M;Saint Brieuc;;1989;
13071;EVERT;LAVERN;M;Brest;;1990;
13072;EKSTROM;BURT;M;Morlaix;;1991;
13073;EASTRIDGE;JULES;M;Quimper;ASPTT Quimper;1992;268213
13074;DYCK;GIL;M;Bruz;Bruz Athletisme;1993;268214
13075;DUFAULT;ELISEO;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1994;268215
13076;DUBREUIL;AHMAD;M;Chantepie;;1995;
13077;DRESSER;NIGEL;M;Saint Erblon;;1996;
13078;DRAPEAU;EFREN;M;La Meziere;Agile Talon;1997;268218
13079;DOMINGUES;ANTWAN;M;Montgermont;;1998;
13080;DOLEZAL;ALDEN;M;Bourgbarre;;1999;
13081;DINKEL;MARGARITO;M;Orgeres;Jogging Loisir Orgeres;2000;268221
13082;DIDONATO;COLEMAN;M;Montfort;EAPB;1983;268222
13083;DEVITT;REFUGIO;M;Iffendic;;1984;
13084;DEVANE;DINO;M;Melesse;JA Melesse Athletisme;1985;268224
13085;DEMOTT;OSVALDO;M;Bruz;;1986;
13086;DAUGHTREY;LES;M;Saint Malo;CJF St Malo;1987;268226
13087;DAUBERT;DEANDRE;M;Dinard;;1988;
13088;DAS;NORMAND;M;Angers;Anjou Athletisme;1989;268228
13089;DARRELL;KIETH;M;Brest;Stade Brestois;1990;268229
13090;CREASON;IVORY;M;Nantes;;1991;
13091;CRARY;ANDREA;M;Pace;SRA;1992;268231
13092;COSTILLA;TREY;M;Vern;;1993;
13093;CHIPPS;NORBERTO;M;Mordelles;;1994;
13094;CHEATWOOD;NAPOLEON;M;Saint Brieuc;ASPTT St Brieuc;1995;268234
13095;CARMEAN;JEROLD;M;Paris;;1996;
13096;CANTON;FRITZ;M;Chantepie;;1997;
13097;CAFFREY;ROSENDO;M;Cesson Sevigne;Athletic club cessonais;1998;268237
13098;BURGHER;MILFORD;M;Thorigne;;1999;
13099;BUKER;SANG;M;Vezin;;2000;
13100;BRUNK;DEON;M;Le Rheu;;1996;
13101;BRODBECK;CHRISTOPER;M;Fougeres;ASPTT Fougeres;1997;268241
13102;BRANTNER;ALFONZO;M;Dinan;;1998;
13103;BRANDY;LYMAN;M;Pont Pean;;1999;
13104;BOLIVAR;JOSIAH;M;Pont Rean;;2000;
13105;BOERNER;BRANT;M;Chateaugiron;;1963;
13106;BODKIN;WILTON;M;Rennes;SRA;1965;268246
13107;BIEL;RICO;M;Cesson Sevigne;;1969;
13108;BETTY;JAMAAL;M;Rennes;SRA;1961;268248
13109;BENCOMO;DEWITT;M;Romille;;1951;
13110;BELLINO;CAROL;M;Chateaubourg;;1955;
13111;BELIVEAU;BRENTON;M;Nantes;Nantes Metropole Athletisme;1957;268251
13112;BEAUVAIS;YONG;M;Paris;;1947;
13113;BEAUPRE;OLIN;M;Saint Brieuc;;1970;
13114;BAYLIS;FOSTER;M;Brest;;1971;
13115;BASKETT;FAUSTINO;M;Morlaix;;1972;
13116;BARCUS;CLAUDIO;M;Quimper;;1973;
13117;BARBERA;JUDSON;M;Bruz;;1974;
13118;BALTZ;GINO;M;Chartres de Bretagne;EACB;1975;268258
13119;ASAY;EDGARDO;M;Chantepie;;1975;
13120;ARNEY;BERRY;M;Saint Erblon;;1976;
13121;ARCURI;ALEC;M;La Meziere;;1976;
13122;ANKNEY;TANNER;M;Montgermont;;1977;
13123;AGOSTINI;JARRED;M;Bourgbarre;;1977;
13124;ADDY;DONN;M;Orgeres;;1978;
13125;ZWILLING;TRINIDAD;M;Montfort;;1979;
13126;ZUBIA;TAD;M;Iffendic;;1980;
13127;ZOLLINGER;SHIRLEY;M;Melesse;;1981;
13128;ZEITZ;PRINCE;M;Bruz;;1978;
13129;YARD;PORFIRIO;M;Saint Malo;;1979;
13130;YANES;ODIS;M;Dinard;;1980;
13131;WINSHIP;MARIA;M;Angers;;1981;
13132;WINNINGHAM;LENARD;M;Brest;;1982;
13133;WICKLINE;CHAUNCEY;M;Nantes;;1983;
13134;WEBRE;CHANG;M;Pace;;1984;
13135;WADDINGTON;TOD;M;Vern;;1985;
13136;VOSBURGH;MEL;M;Mordelles;;1986;
13137;VESSELS;MARCELO;M;Saint Brieuc;;1987;
13138;VERRETT;KORY;M;Paris;Racing club;1988;268278
13139;VEDDER;AUGUSTUS;M;Chantepie;;1989;
13140;VARNUM;KEVEN;M;Cesson Sevigne;;1990;
13141;VANDEVENTER;HILARIO;M;Thorigne;;1982;
13142;VACCA;BUD;M;Vezin;;1983;
13143;USRY;SAL;M;Le Rheu;;1984;
13144;TOWRY;ROSARIO;M;Fougeres;;1985;
13145;TOUCHET;ORVAL;M;Dinan;;1986;
13146;TOOKES;MAURO;M;Pont Pean;;1987;
13147;TONKIN;DANNIE;M;Pont Rean;;1988;
13148;TIMKO;ZACHARIAH;M;Chateaugiron;;1989;
13149;TIBBITTS;OLEN;M;Rennes;EARTA;1990;268289
13150;THEDFORD;ANIBAL;M;Cesson Sevigne;;1991;
13151;TARLETON;MILO;M;Rennes;;1992;
13152;TALTY;JED;M;Romille;;1993;
13153;TALAMANTEZ;FRANCES;M;Chateaubourg;;1994;
13154;TAFOLLA;THANH;M;Nantes;;1995;
13155;SUGG;DILLON;M;Paris;;1996;
13156;STRECKER;AMADO;M;Saint Brieuc;;1997;
13157;STIRLING;NEWTON;M;Brest;;1998;
13158;STEFFAN;CONNIE;M;Morlaix;;1999;
13159;SPIVA;LENNY;M;Quimper;ASPTT Quimper;2000;268299
13160;SLAPE;TORY;M;Bruz;Bruz Athletisme;1983;268300
13161;SIEMENS;RICHIE;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1984;268301
13162;SHATZER;LUPE;M;Chantepie;;1985;
13163;SEYLER;HORACIO;M;Saint Erblon;;1986;
13164;SEAMANS;BRICE;M;La Meziere;Agile Talon;1987;268304
13165;SCHMALTZ;MOHAMED;M;Montgermont;;1988;
13166;SCHIPPER;DELMER;M;Bourgbarre;;1989;
13167;SASSO;DARIO;M;Orgeres;Jogging Loisir Orgeres;1990;268307
13168;SAILOR;REYES;M;Montfort;EAPB;1991;268308
13169;RUPPE;DEE;M;Iffendic;;1992;
13170;RUNNER;MAC;M;Melesse;JA Melesse Athletisme;1993;268310
13171;ROYALS;JONAH;M;Bruz;;1994;
13172;ROUDEBUSH;JERROLD;M;Saint Malo;CJF St Malo;1995;268312
13173;RIPPLE;ROBT;M;Dinard;;1996;
13174;RIEMER;HANK;M;Angers;Anjou Athletisme;1997;268314
13175;RICHARSON;SUNG;M;Brest;Stade Brestois;1998;268315
13176;REVILLA;RUPERT;M;Nantes;;1999;
13177;REICHENBACH;ROLLAND;M;Pace;SRA;2000;268317
13178;RATLEY;KENTON;M;Vern;;1996;
13179;RAILSBACK;DAMION;M;Mordelles;;1997;
13180;QUAYLE;CHI;M;Saint Brieuc;ASPTT St Brieuc;1998;268320
13181;POPLIN;ANTONE;M;Paris;;1999;
13182;POORMAN;WALDO;M;Chantepie;;2000;
13183;PONTON;FREDRIC;M;Cesson Sevigne;Athletic club cessonais;1963;268323
13184;POLO;BRADLY;M;Thorigne;;1965;
13185;POLLITT;QUINN;M;Vezin;;1969;
13186;POITRAS;KIP;M;Le Rheu;;1961;
13187;PISCITELLI;BURL;M;Fougeres;ASPTT Fougeres;1951;268327
13188;PIEDRA;WALKER;M;Dinan;;1955;
13189;PICKLES;TYREE;M;Pont Pean;;1957;
13190;PEW;JEFFEREY;M;Pont Rean;;1947;
13191;PERERA;AHMED;M;Chateaugiron;;1970;
13192;PEOPLE;WILLY;M;Rennes;SRA;1971;268332
13193;PENWELL;STANFORD;M;Cesson Sevigne;;1972;
13194;PELT;OREN;M;Rennes;SRA;1973;268334
13195;PAULINE;NOBLE;M;Romille;;1974;
13196;PARKHILL;MOSHE;M;Chateaubourg;;1975;
13197;PALADINO;MIKEL;M;Nantes;Nantes Metropole Athletisme;1975;268337
13198;ORE;ENOCH;M;Paris;;1976;
13199;ORAM;BRENDON;M;Saint Brieuc;;1976;
13200;OLMO;QUINTIN;M;Brest;;1977;
13201;OLIVERAS;JAMISON;M;Morlaix;;1977;
13202;OLIVARRIA;FLORENCIO;M;Quimper;;1978;
13203;OGORMAN;DARRICK;M;Bruz;;1979;
13204;NEAR;TOBIAS;M;Chartres de Bretagne;EACB;1980;268344
13205;NARON;MINH;M;Chantepie;;1981;
13206;NA ;HASSAN;M;Saint Erblon;;1978;
13207;MUNCIE;GIUSEPPE;M;La Meziere;;1979;
13208;MOWBRAY;DEMARCUS;M;Montgermont;;1980;
13209;MORONES;CLETUS;M;Bourgbarre;;1981;
13210;MORETTI;TYRELL;M;Orgeres;;1982;
13211;MONN;LYNDON;M;Montfort;;1983;
13212;MITTS;KEENAN;M;Iffendic;;1984;
13213;MINKS;WERNER;M;Melesse;;1985;
13214;MINARIK;THEO;M;Bruz;;1986;
13215;MIMMS;GERALDO;M;Saint Malo;;1987;
13216;MILLIRON;LOU;M;Dinard;;1988;
13217;MILLINGTON;COLUMBUS;M;Angers;;1989;
13218;MILLHOUSE;CHET;M;Brest;;1990;
13219;MESSERSMITH;BERTRAM;M;Nantes;;1982;
13220;MCNETT;MARKUS;M;Pace;;1983;
13221;MCKINSTRY;HUEY;M;Vern;;1984;
13222;MCGEORGE;HILTON;M;Mordelles;;1985;
13223;MCDILL;DWAIN;M;Saint Brieuc;;1986;
13224;MCATEER;DONTE;M;Paris;Racing club;1987;268364
13225;MAZZEO;TYRON;M;Chantepie;;1988;
13226;MATCHETT;OMER;M;Cesson Sevigne;;1989;
13227;MAHOOD;ISAIAS;M;Thorigne;;1990;
13228;MABERY;HIPOLITO;M;Vezin;;1991;
13229;LUNDELL;FERMIN;M;Le Rheu;;1992;
13230;LOUDEN;CHUNG;M;Fougeres;;1993;
13231;LOSOYA;ADALBERTO;M;Dinan;;1994;
13232;LISK;VALENTINE;M;Pont Pean;;1995;
13233;LEZAMA;JAMEY;M;Pont Rean;;1996;
13234;LEIB;BO ;M;Chateaugiron;;1997;
13235;LEBO;BARRETT;M;Rennes;EARTA;1998;268375
13236;LANOUE;WHITNEY;M;Cesson Sevigne;;1999;
13237;LANFORD;TEODORO;M;Rennes;;2000;
13238;LAFORTUNE;MCKINLEY;M;Romille;;1983;
13239;KUMP;MAXIMO;M;Chateaubourg;;1984;
13240;KRONE;GARFIELD;M;Nantes;;1985;
13241;KREPS;SOL;M;Paris;;1986;
13242;KOTT;RALEIGH;M;Saint Brieuc;;1987;
13243;KOPECKY;LAWERENCE;M;Brest;;1988;
13244;KOLODZIEJ;ABRAM;M;Morlaix;;1989;
13245;KNUCKLES;RASHAD;M;Quimper;ASPTT Quimper;1990;268385
13246;KINMAN;KING;M;Bruz;Bruz Athletisme;1991;268386
13247;KIMMONS;EMMITT;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1992;268387
13248;KELTY;DARON;M;Chantepie;;1993;
13249;KASTER;CHONG;M;Saint Erblon;;1994;
13250;KARLSON;SAMUAL;M;La Meziere;Agile Talon;1995;268390
13251;KANIA;PARIS;M;Montgermont;;1996;
13252;JULES;OTHA;M;Bourgbarre;;1997;
13253;JOYAL;MIQUEL;M;Orgeres;Jogging Loisir Orgeres;1998;268393
13254;JOB;LACY;M;Montfort;EAPB;1999;268394
13255;JENNER;EUSEBIO;M;Iffendic;;2000;
13256;JASINSKI;DONG;M;Melesse;JA Melesse Athletisme;1996;268396
13257;JANDREAU;DOMENIC;M;Bruz;;1997;
13258;ISENHOUR;DARRON;M;Saint Malo;CJF St Malo;1998;268398
13259;HUNZIKER;BUSTER;M;Dinard;;1999;
13260;HUHN;ANTONIA;M;Angers;Anjou Athletisme;2000;268400
13261;HOUDE;WILBER;M;Brest;Stade Brestois;1963;268401
13262;HOUCHINS;RENATO;M;Nantes;;1965;
13263;HOLTMAN;JC ;M;Pace;SRA;1969;268403
13264;HODO;HOYT;M;Vern;;1961;
13265;HEYMAN;HAYWOOD;M;Mordelles;;1951;
13266;HENTGES;EZEKIEL;M;Saint Brieuc;ASPTT St Brieuc;1955;268406
13267;HEDBERG;CHAS;M;Paris;;1957;
13268;HAYNE;FLORENTINO;M;Chantepie;;1947;
13269;HAYCRAFT;ELROY;M;Cesson Sevigne;Athletic club cessonais;1970;268409
13270;HARSHBARGER;CLEMENTE;M;Thorigne;;1971;
13271;HARSHAW;ARDEN;M;Vezin;;1972;
13272;HARRISS;NEVILLE;M;Le Rheu;;1973;
13273;HARING;KELLEY;M;Fougeres;ASPTT Fougeres;1974;268413
13274;HANSELL;EDISON;M;Dinan;;1975;
13275;HANFORD;DESHAWN;M;Pont Pean;;1975;
13276;HANDLER;CARROL;M;Pont Rean;;1976;
13277;HAMBURG;SHAYNE;M;Chateaugiron;;1976;
13278;HAMBLEN;NATHANIAL;M;Rennes;SRA;1977;268418
13279;GUNNELL;JORDON;M;Cesson Sevigne;;1977;
13280;GROAT;DANILO;M;Rennes;SRA;1978;268420
13281;GORECKI;CLAUD;M;Romille;;1979;
13282;GOCHENOUR;VAL;M;Chateaubourg;;1980;
13283;GLEESON;SHERWOOD;M;Nantes;Nantes Metropole Athletisme;1981;268423
13284;GENEST;RAYMON;M;Paris;;1978;
13285;GEISER;RAYFORD;M;Saint Brieuc;;1979;
13286;GABRIELE;CRISTOBAL;M;Brest;;1980;
13287;FULGHUM;AMBROSE;M;Morlaix;;1981;
13288;FRIESE;TITUS;M;Quimper;;1982;
13289;FRIDLEY;HYMAN;M;Bruz;;1983;
13290;FREEBORN;FELTON;M;Chartres de Bretagne;EACB;1984;268430
13291;FRAILEY;EZEQUIEL;M;Chantepie;;1985;
13292;FLAUGHER;ERASMO;M;Saint Erblon;;1986;
13293;FIALA;STANTON;M;La Meziere;;1987;
13294;ETTINGER;LONNY;M;Montgermont;;1988;
13295;ETHEREDGE;LEN;M;Bourgbarre;;1989;
13296;ESPITIA;IKE;M;Orgeres;;1990;
13297;ERIKSEN;MILAN;M;Montfort;;1982;
13298;ENGELBRECHT;LINO;M;Iffendic;;1983;
13299;ENGEBRETSON;JAROD;M;Melesse;;1984;
13300;ELIE;HERB;M;Bruz;;1985;
13301;EICKHOFF;ANDREAS;M;Saint Malo;;1986;
13302;EDNEY;WALTON;M;Dinard;;1987;
13303;EDELEN;RHETT;M;Angers;;1988;
13304;EBERHARD;PALMER;M;Brest;;1989;
13305;EASTIN;JUDE;M;Nantes;;1990;
13306;EAKES;DOUGLASS;M;Pace;;1991;
13307;DRIGGS;CORDELL;M;Vern;;1992;
13308;DONER;OSWALDO;M;Mordelles;;1993;
13309;DONAGHY;ELLSWORTH;M;Saint Brieuc;;1994;
13310;DISALVO;VIRGILIO;M;Paris;Racing club;1995;268450
13311;DESHONG;TONEY;M;Chantepie;;1996;
13312;DAHMS;NATHANAEL;M;Cesson Sevigne;;1997;
13313;DAHLQUIST;DEL;M;Thorigne;;1998;
13314;CURREN;BRITT;M;Vezin;;1999;
13315;CRIPE;BENEDICT;M;Le Rheu;;2000;
13316;CREE;MOSE;M;Fougeres;;1983;
13317;CREAGER;HONG;M;Dinan;;1984;
13318;CORLE;LEIGH;M;Pont Pean;;1985;
13319;CONATSER;JOHNSON;M;Pont Rean;;1986;
13320;COMMONS;ISREAL;M;Chateaugiron;;1987;
13321;COGGIN;GAYLE;M;Rennes;EARTA;1988;268461
13322;CODER;GARRET;M;Cesson Sevigne;;1989;
13323;COAXUM;FAUSTO;M;Rennes;;1990;
13324;CLOSSON;ASA;M;Romille;;1991;
13325;CLODFELTER;ARLEN;M;Chateaubourg;;1992;
13326;CLASSEN;ZACK;M;Nantes;;1993;
13327;CHITTENDEN;WARNER;M;Paris;;1994;
13328;CASTILLEJA;MODESTO;M;Saint Brieuc;;1995;
13329;CASALE;FRANCESCO;M;Brest;;1996;
13330;CARTEE;MANUAL;M;Morlaix;;1997;
13331;CARRIERE;JAE;M;Quimper;ASPTT Quimper;1998;268471
13332;CANUP;GAYLORD;M;Bruz;Bruz Athletisme;1999;268472
13333;CANIZALES;GASTON;M;Chartres de Bretagne;Esperance Chartres de Bretagne;2000;268473
13334;BURGOON;FILIBERTO;M;Chantepie;;1996;
13335;BUNGER;DEANGELO;M;Saint Erblon;;1997;
13336;BUGARIN;MICHALE;M;La Meziere;Agile Talon;1998;268476
13337;BUCHANON;GRANVILLE;M;Montgermont;;1999;
13338;BRUNING;WES;M;Bourgbarre;;2000;
13339;BRUCK;MALIK;M;Orgeres;Jogging Loisir Orgeres;1963;268479
13340;BROOKES;ZACKARY;M;Montfort;EAPB;1965;268480
13341;BROADWELL;TUAN;M;Iffendic;;1969;
13342;BRIER;NICKY;M;Melesse;JA Melesse Athletisme;1961;268482
13343;BREKKE;ELDRIDGE;M;Bruz;;1951;
13344;BREESE;CRISTOPHER;M;Saint Malo;CJF St Malo;1955;268484
13345;BRACERO;CORTEZ;M;Dinard;;1957;
13346;BOWLEY;ANTIONE;M;Angers;Anjou Athletisme;1947;268486
13347;BOWERSOX;MALCOM;M;Brest;Stade Brestois;1970;268487
13348;BOSE;LONG;M;Nantes;;1971;
13349;BOGAR;KOREY;M;Pace;SRA;1972;268489
13350;BLOSSOM;JOSPEH;M;Vern;;1973;
13351;BLAUSER;COLTON;M;Mordelles;;1974;
13352;BLACKER;WAYLON;M;Saint Brieuc;ASPTT St Brieuc;1975;268492
13353;BJORKLUND;VON;M;Paris;;1975;
13354;BELAIR;HOSEA;M;Chantepie;;1976;
13355;BAUMER;SHAD;M;Cesson Sevigne;Athletic club cessonais;1976;268495
13356;BASLER;SANTO;M;Thorigne;;1977;
13357;BARB;RUDOLF;M;Vezin;;1977;
13358;BALTIMORE;ROLF;M;Le Rheu;;1978;
13359;BAIZE;REY;M;Fougeres;ASPTT Fougeres;1979;268499
13360;BADEN;RENALDO;M;Dinan;;1980;
13361;AUMAN;MARCELLUS;M;Pont Pean;;1981;
13362;AMUNDSEN;LUCIUS;M;Pont Rean;;1978;
13363;AMORE;LESLEY;M;Chateaugiron;;1979;
13364;ALVARENGA;KRISTOFER;M;Rennes;SRA;1980;268504
13365;ADAN;BOYCE;M;Cesson Sevigne;;1981;
13366;ADAMCZYK;BENTON;M;Rennes;SRA;1982;268506
13367;YERKES;MAN;M;Romille;;1983;
13368;YERBY;KASEY;M;Chateaubourg;;1984;
13369;YAWN;JEWELL;M;Nantes;Nantes Metropole Athletisme;1985;268509
13370;YAMAGUCHI;HAYDEN;M;Paris;;1986;
13371;WORTHEY;HARLAND;M;Saint Brieuc;;1987;
13372;WOLK;ARNOLDO;M;Brest;;1988;
13373;WIXOM;RUEBEN;M;Morlaix;;1989;
13374;WIERSMA;LEANDRO;M;Quimper;;1990;
13375;WIECZOREK;KRAIG;M;Bruz;;1982;
13376;WHIDDON;JERRELL;M;Chartres de Bretagne;EACB;1983;268516
13377;WEYER;JEROMY;M;Chantepie;;1984;
13378;WETHERINGTON ;HOBERT;M;Saint Erblon;;1985;
13379;WEIN;CEDRICK;M;La Meziere;;1986;
13380;WATCHMAN;ARLIE;M;Montgermont;;1987;
13381;WARF;WINFORD;M;Bourgbarre;;1988;
13382;WANSLEY;WALLY;M;Orgeres;;1989;
13383;VESELY;PATRICIA;M;Montfort;;1990;
13384;VELAZCO;LUIGI;M;Iffendic;;1991;
13385;VANNORMAN;KENETH;M;Melesse;;1992;
13386;VALASQUEZ;JACINTO;M;Bruz;;1993;
13387;UTZ;GRAIG;M;Saint Malo;;1994;
13388;URSO;FRANKLYN;M;Dinard;;1995;
13389;TURCO;EDMUNDO;M;Angers;;1996;
13390;TURBEVILLE;SID;M;Brest;;1997;
13391;TRIVETT;PORTER;M;Nantes;;1998;
13392;TORRANCE;LEIF;M;Pace;;1999;
13393;TOOTHAKER;LAUREN;M;Vern;;2000;
13394;TOOHEY;JERAMY;M;Mordelles;;1983;
13395;TONDREAU;ELISHA;M;Saint Brieuc;;1984;
13396;THALER;BUCK;M;Paris;Racing club;1985;268536
13397;SYLVAIN;WILLIAN;M;Chantepie;;1986;
13398;SWINDLER;VINCENZO;M;Cesson Sevigne;;1987;
13399;SWIGERT;SHON;M;Thorigne;;1988;
13400;SWIDER;MICHAL;M;Vezin;;1989;
13401;STINER;LYNWOOD;M;Le Rheu;;1990;
13402;STEVER;LINDSAY;M;Fougeres;;1991;
13403;STEFFES;JEWEL;M;Dinan;;1992;
13404;STAMPLEY;JERE;M;Pont Pean;;1993;
13405;STAIR;HAI;M;Pont Rean;;1994;
13406;SMIDT;ELDEN;M;Chateaugiron;;1995;
13407;SKEETE;DORSEY;M;Rennes;EARTA;1996;268547
13408;SILVESTRE;DARELL;M;Cesson Sevigne;;1997;
13409;SHY;BRODERICK;M;Rennes;;1998;
13410;SHUTTS;ALONSO;M;Romille;;1999;
13411;SHOCK;JAMES;M;Chateaubourg;;2000;
13412;SHEALEY;JOHN;M;Nantes;;1996;
13413;SEIGLER;ROBERT;M;Paris;;1997;
13414;SCHWEIZER;MICHAEL;M;Saint Brieuc;;1998;
13415;SCHULDT;WILLIAM;M;Brest;;1999;
13416;SCHLICHTING;DAVID;M;Morlaix;;2000;
13417;SCHERR;RICHARD;M;Quimper;ASPTT Quimper;1963;268557
13418;SAULSBERRY;CHARLES;M;Bruz;Bruz Athletisme;1965;268558
13419;SANER;JOSEPH;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1969;268559
13420;ROSIN;THOMAS;M;Chantepie;;1961;
13421;ROSATO;CHRISTOPHER;M;Saint Erblon;;1951;
13422;ROLING;DANIEL;M;La Meziere;Agile Talon;1955;268562
13423;ROHN;PAUL;M;Montgermont;;1957;
13424;RIX;MARK;M;Bourgbarre;;1947;
13425;RISTER;DONALD;M;Orgeres;Jogging Loisir Orgeres;1970;268565
13426;REMLEY;GEORGE;M;Montfort;EAPB;1971;268566
13427;REMICK;KENNETH;M;Iffendic;;1972;
13428;RECINOS;STEVEN;M;Melesse;JA Melesse Athletisme;1973;268568
13429;RAMM;EDWARD;M;Bruz;;1974;
13430;RAABE;BRIAN;M;Saint Malo;CJF St Malo;1975;268570
13431;PURSELL;RONALD;M;Dinard;;1975;
13432;POYTHRESS;ANTHONY;M;Angers;Anjou Athletisme;1976;268572
13433;POLI;KEVIN;M;Brest;Stade Brestois;1976;268573
13434;POKORNY;JASON;M;Nantes;;1977;
13435;PLUM;MATTHEW;M;Pace;SRA;1977;268575
13436;PETTRY;GARY;M;Vern;;1978;
13437;PETREY;TIMOTHY;M;Mordelles;;1979;
13438;PETITT;JOSE;M;Saint Brieuc;ASPTT St Brieuc;1980;268578
13439;PENMAN;LARRY;M;Paris;;1981;
13440;PAYSON;JEFFREY;M;Chantepie;;1978;
13441;PAQUET;FRANK;M;Cesson Sevigne;Athletic club cessonais;1979;268581
13442;PAPPALARDO;SCOTT;M;Thorigne;;1980;
13443;OUTLAND;ERIC;M;Vezin;;1981;
13444;OSCAR;STEPHEN;M;Le Rheu;;1982;
13445;ORENSTEIN;ANDREW;M;Fougeres;ASPTT Fougeres;1983;268585
13446;NUTTALL;RAYMOND;M;Dinan;;1984;
13447;NUCKOLS;GREGORY;M;Pont Pean;;1985;
13448;NOTT;JOSHUA;M;Pont Rean;;1986;
13449;NIMMO;JERRY;M;Chateaugiron;;1987;
